token	alt.atheism	comp.graphics	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware	comp.windows.x	misc.forsale	rec.autos	rec.motorcycles	rec.sport.baseball	rec.sport.hockey	sci.crypt	sci.electronics	sci.med	sci.space	soc.religion.christian	talk.politics.guns	talk.politics.mideast	talk.politics.misc	talk.religion.misc	
conditions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
consumers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
country	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cylinder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
danger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
dealers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
delcoelect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
detectors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
diesel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
directional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
discs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
door	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
doubt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
driven	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
driving	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
dt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
during	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
e-technik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
early	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
eece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
electronic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
employer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
engine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
engines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
erich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
exhaust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
expensive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fancy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fluid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
forget	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
george	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gsu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hasn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hou281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ignore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
inspection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
insurance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
jimf@centerline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kocrsv01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leader	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leaks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
legal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lehigh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
license	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lights	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lists	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
listserv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
liter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
llama@uiuc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
locks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
looked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
loral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
luxury	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
manta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
manufacturer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
manufacturers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
master	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
materials	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
men	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mil>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
models	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mostly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mro4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
music@erich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
necessarily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
neoucom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
news@kocrsv01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
noise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
nus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
officer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
owners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
oxy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
paint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pants	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
parents-teens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
passed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
paying	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pedal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
piston	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
police	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
policy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
potential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
procedure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
race	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rental	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
replaced	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
requests	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
reverse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
roads	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rose-hulman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rotor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rotors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rphroy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
saw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
seal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
seconds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sedan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sedans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
serious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sg>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sitting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
society	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
somewhat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
somewhere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
station	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
stop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
street	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
strong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
substitutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
suspension	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tdkcs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
teenagers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
teens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
telxon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
therefore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
today	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
train	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
trains	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
trap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
trestle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
triumf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
truck	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
trucks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ucalgary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
vehicle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
violence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
violent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
vw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wagon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wagons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wails	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
waterloo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wheel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wheels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
woman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
women	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wustl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ysu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
|>>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
+---------------+------------------------------+-------------------------+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
/~~~\	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
750SS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<C61r0B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<LOTTO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<csundh30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<speedy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
====================================================	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
>&	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
>--	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
>>In	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
>Is	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
AMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Administrator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BeHanna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Because	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bedford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Biker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C7@world	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CB360T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CB900C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cecil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Chemistry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Chicago	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CompuTrac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Concise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Contractor@Large	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cookson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Countersteering	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Curtis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cuurrently	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DWI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DoD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DoD#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Driving	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ducati	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Edmondson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Elan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Erik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
European	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FXWG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Gardner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Glide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Guzzi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
H-D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HOW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Harley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Harvard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Hawk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Hurt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Infante	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Inspector	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ivan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Jackson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Jerry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Jubilee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
K100RS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Karr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kidson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kingdom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KotB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Lady	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Lotto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Lotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ltd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Lud	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MITRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MSUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Maidenhead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mailing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
McGuire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Me	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mike>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Minnesota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NSWC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Oh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Owners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Oxford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PBWASOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pettefar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Quincy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Quist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rally	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Randy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Reid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Richardson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Russell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Seca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Senner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Shaft-drives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Sir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Stafford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Stafford@Vax2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Suzuki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Teneo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
United	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
VFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
WW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Wheelies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Wide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Wing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Winona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Yamaha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ZX-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Zephyr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
